build_id,basket_version,category_id,gtin14,producto_descripcion,marca,cantidad_base,unidad_base,selected_component,semantic_match,presentation_match
941da9b2-93b6-40b8-8de8-c9e27ad03e10,CANASTA_2026W31_V1,LECHE,07798001562605,LECHE UAT DESCR CREMIGAL,CREMIGAL,1000.0,ML,False,True,True
941da9b2-93b6-40b8-8de8-c9e27ad03e10,CANASTA_2026W31_V1,LECHE,07798179070650,SILVIA LECHE UAT E,SILVIA,1000.0,ML,False,True,True
941da9b2-93b6-40b8-8de8-c9e27ad03e10,CANASTA_2026W31_V1,LECHE,07798179070667,SILVIA LECHE UAT D,SILVIA,1000.0,ML,False,True,True
941da9b2-93b6-40b8-8de8-c9e27ad03e10,CANASTA_2026W31_V1,LECHE,07798270249252,LECHE LARGA VIDA PARC DESC GREAT VALUE,GREAT VALUE,1000.0,ML,False,True,True
941da9b2-93b6-40b8-8de8-c9e27ad03e10,CANASTA_2026W31_V1,LECHE,07798338290035,L3N LECHE UAT LIVIA1,LAS TRES NINAS,1000.0,ML,False,True,True
941da9b2-93b6-40b8-8de8-c9e27ad03e10,CANASTA_2026W31_V1,LECHE,07798338290479,LECHE ENTERA LV UAT,APOSTOLES,1000.0,ML,False,True,True
941da9b2-93b6-40b8-8de8-c9e27ad03e10,CANASTA_2026W31_V1,LECHE,07798338291049,LECHE CHOCOLATAD UAT,L3NIÑ,1000.0,ML,False,True,True
941da9b2-93b6-40b8-8de8-c9e27ad03e10,CANASTA_2026W31_V1,LECHE,07798338291612,LECHE PRIM AÑOS UHT L3N,L3N,1000.0,ML,False,True,True
941da9b2-93b6-40b8-8de8-c9e27ad03e10,CANASTA_2026W31_V1,LECHE,07798338291803,"LECHE UAT DESC.C/PROT.VIDA ACTIVA, LAS TRES NIÑAS, 1000 cm3",LAS TRES NIÑAS,1000.0,ML,False,True,True
941da9b2-93b6-40b8-8de8-c9e27ad03e10,CANASTA_2026W31_V1,LECHE,07799120000245,GV LECHE ENTERA UHT,GREAT VALUE,1000.0,ML,False,True,True
941da9b2-93b6-40b8-8de8-c9e27ad03e10,CANASTA_2026W31_V1,LECHE,07799120000993,CHECK LECHE UAT DESC,CHECK,1000.0,ML,False,True,True
941da9b2-93b6-40b8-8de8-c9e27ad03e10,CANASTA_2026W31_V1,LECHE,07799120001037,CHECK LECHE UAT 0 LAC,CHECK,1000.0,ML,False,True,True
941da9b2-93b6-40b8-8de8-c9e27ad03e10,CANASTA_2026W31_V1,LECHE,08480017006080,LECHE ENT LARGA VIDA,DIA,1000.0,ML,False,True,True
941da9b2-93b6-40b8-8de8-c9e27ad03e10,CANASTA_2026W31_V1,YERBA,07792710000182,"YERBA MATE C/PALO TRADICIONAL, AMANDA, 500 gr",AMANDA,500.0,G,True,True,True
941da9b2-93b6-40b8-8de8-c9e27ad03e10,CANASTA_2026W31_V1,YERBA,00758890928040,YERBA MATE TRADICIONAL DON BASILIO PAQ 500 GRM,DON BASILIO,500.0,G,False,True,True
941da9b2-93b6-40b8-8de8-c9e27ad03e10,CANASTA_2026W31_V1,YERBA,07730241003661,"YERBA MATE S/PALO TRADICIONAL, CANARIAS, 500 gr",CANARIAS,500.0,G,False,True,True
941da9b2-93b6-40b8-8de8-c9e27ad03e10,CANASTA_2026W31_V1,YERBA,07790070509048,YERBA MATE TRADICIONAL CRUZ DE MALTA PAQ 500 GRM,CRUZ DE MALTA,500.0,G,False,True,True
941da9b2-93b6-40b8-8de8-c9e27ad03e10,CANASTA_2026W31_V1,YERBA,07793670000687,YERBA MATE TRADICIONAL,VERDEFLOR,500.0,G,False,True,True
941da9b2-93b6-40b8-8de8-c9e27ad03e10,CANASTA_2026W31_V1,YERBA,07793750009838,"YERBA MATE C/PALO TRADICIONAL, PIPORE, 500 gr",PIPORE,500.0,G,False,True,True
941da9b2-93b6-40b8-8de8-c9e27ad03e10,CANASTA_2026W31_V1,YERBA,07798409940012,YERBA MATE TRADICIONAL ALBA NUEVA PAQ 500 GRM,ALBA NUEVA,500.0,G,False,True,True
