build_id,basket_version,component_order,category_id,category_name,gtin14,canonical_product_name,target_quantity_base,target_base_unit,include_regex,exclude_regex,selection_rationale,producto_descripcion,marca,cantidad_base,unidad_base
941da9b2-93b6-40b8-8de8-c9e27ad03e10,CANASTA_2026W31_V1,1,ACEITE,Aceite de girasol,07790272001029,"Aceite Natura girasol 1,5 L",1500.0,ML,ACEITE.*GIRASOL,OLIVA|MEZCLA|AEROSOL,Presentacion exacta y alta cobertura,ACEITE DE GIRASOL,NATUR,1500.0,ML
941da9b2-93b6-40b8-8de8-c9e27ad03e10,CANASTA_2026W31_V1,2,ARROZ,Arroz blanco,07791120031557,Arroz Ala blanco 1 kg,1000.0,G,(^| )ARROZ( |$).*(BLANCO|LARGO FINO),INTEGRAL|PARBOIL|DORADO|PREPARADO|GALLET|TOST,Arroz blanco sin preparacion,ARROZ LARGO FINO,MOLIN,1000.0,G
941da9b2-93b6-40b8-8de8-c9e27ad03e10,CANASTA_2026W31_V1,3,AZUCAR,Azucar blanca comun,07792540250450,Azucar Ledesma superior 1 kg,1000.0,G,(^| )AZUCAR( |$),HILERET.*LIGHT|LIGHT|DIET|EDULCOR|ENDULZ|STEVIA|SUCRAL|MASCAB|NEGRA|RUBIA|IMPALPABLE|SIN AZUCAR|S/AZUCAR,Excluye edulcorantes y variantes light,AZUCAR SUPERIOR,LEDES,1000.0,G
941da9b2-93b6-40b8-8de8-c9e27ad03e10,CANASTA_2026W31_V1,4,CAFE,Cafe tostado molido,07790550022234,Cafe Cabrales tostado molido 250 g,250.0,G,CAFE.*(TOSTADO.*)?MOLIDO,INSTANT|CAPSUL|SAQUIT|DESCAFEIN|MOCHA,Forma de consumo homogenea,CAFE TOSTADO MOLIDO,SUPER,250.0,G
941da9b2-93b6-40b8-8de8-c9e27ad03e10,CANASTA_2026W31_V1,5,FIDEOS,Fideos secos,07790070320285,Fideos Favorita secos 500 g,500.0,G,FIDEO.*(SECO|SPAGHETTI)|FIDEOS.*SECOS,SOPA|RELLENO|RAVIO|CAPEL|ÑOQUI|FRESCO,Pasta seca simple,FIDEO SPAGHETTI,FAVOR,500.0,G
941da9b2-93b6-40b8-8de8-c9e27ad03e10,CANASTA_2026W31_V1,6,HARINA,Harina de trigo 000,07790070562258,Harina Favorita 000 1 kg,1000.0,G,HARINA.*(TRIGO.*)?000([^0-9]|$),0000|INTEGRAL|ORGANIC|PREMEZCLA|LEUDANTE,Tipo 000 exacto,HARINA 000 C/VITAMIN,FAVOR,1000.0,G
941da9b2-93b6-40b8-8de8-c9e27ad03e10,CANASTA_2026W31_V1,7,LECHE,Leche entera UHT,07790742363008,Leche La Serenisima entera UHT 1 L,1000.0,ML,LECHE.*(ENTERA.*)?(UAT|UHT|LARGA VIDA|L\\.V|3%),POLVO|INFANTIL|DESCREM|PARCIAL|SABORIZ,Leche entera de larga vida,LECHE LARGA VIDA 3%,LA SE,1000.0,ML
941da9b2-93b6-40b8-8de8-c9e27ad03e10,CANASTA_2026W31_V1,8,YERBA,Yerba mate tradicional,07792710000182,Yerba Amanda tradicional 500 g,500.0,G,YERBA.*MATE.*TRADICIONAL,SUAVE|HIERBAS|SERRANA|SABORIZ|COMPUESTA,Yerba tradicional sin variantes,"YERBA MATE C/PALO TRADICIONAL, AMANDA, 500 gr",AMANDA,500.0,G
