build_id,basket_version,snapshot_date,complete_stores,represented_provinces,network_branch_mean,network_branch_median,estimation_type
941da9b2-93b6-40b8-8de8-c9e27ad03e10,CANASTA_2026W31_V1,2026-07-27,1357,24,31578.938776713338,31544.0,OBSERVED_NETWORK_NOT_POPULATION_WEIGHTED
941da9b2-93b6-40b8-8de8-c9e27ad03e10,CANASTA_2026W31_V1,2026-07-28,882,24,31632.10875283447,31697.0,OBSERVED_NETWORK_NOT_POPULATION_WEIGHTED
941da9b2-93b6-40b8-8de8-c9e27ad03e10,CANASTA_2026W31_V1,2026-07-29,1878,24,31436.10325878594,31409.0,OBSERVED_NETWORK_NOT_POPULATION_WEIGHTED
941da9b2-93b6-40b8-8de8-c9e27ad03e10,CANASTA_2026W31_V1,2026-07-30,1878,24,31451.09969116081,31409.0,OBSERVED_NETWORK_NOT_POPULATION_WEIGHTED
941da9b2-93b6-40b8-8de8-c9e27ad03e10,CANASTA_2026W31_V1,2026-07-31,1852,24,31519.89016198704,31519.0,OBSERVED_NETWORK_NOT_POPULATION_WEIGHTED
941da9b2-93b6-40b8-8de8-c9e27ad03e10,CANASTA_2026W31_V1,2026-08-01,870,24,31593.498367816093,31686.0,OBSERVED_NETWORK_NOT_POPULATION_WEIGHTED
941da9b2-93b6-40b8-8de8-c9e27ad03e10,CANASTA_2026W31_V1,2026-08-02,1818,24,31549.918520352036,31654.0,OBSERVED_NETWORK_NOT_POPULATION_WEIGHTED
