build_id,basket_version,snapshot_date,provincia_codigo,active_stores,complete_stores,complete_banners,completion_rate,branch_mean_cost,branch_median_cost,cost_p10,cost_p90,coverage_status
941da9b2-93b6-40b8-8de8-c9e27ad03e10,CANASTA_2026W31_V1,2026-08-01,AR-L,20,4,2,0.2,34617.5,34812.0,33504.4,35575.0,SUPPRESSED
941da9b2-93b6-40b8-8de8-c9e27ad03e10,CANASTA_2026W31_V1,2026-08-01,AR-R,65,7,3,0.1076923076923077,33530.857142857145,35902.0,30212.6,36094.0,DIRECTIONAL
941da9b2-93b6-40b8-8de8-c9e27ad03e10,CANASTA_2026W31_V1,2026-08-02,AR-M,70,60,9,0.8571428571428571,29564.233333333334,28668.0,28668.0,32954.2,PUBLISHABLE
941da9b2-93b6-40b8-8de8-c9e27ad03e10,CANASTA_2026W31_V1,2026-08-02,AR-F,6,4,3,0.6666666666666666,30273.5,28956.0,28923.8,32677.2,SUPPRESSED
941da9b2-93b6-40b8-8de8-c9e27ad03e10,CANASTA_2026W31_V1,2026-08-02,AR-D,15,7,5,0.4666666666666667,30364.285714285714,28956.0,28699.0,34070.0,DIRECTIONAL
941da9b2-93b6-40b8-8de8-c9e27ad03e10,CANASTA_2026W31_V1,2026-08-02,AR-G,11,5,2,0.45454545454545453,31174.2,29109.0,29109.0,34272.0,DIRECTIONAL
941da9b2-93b6-40b8-8de8-c9e27ad03e10,CANASTA_2026W31_V1,2026-08-02,AR-T,27,17,6,0.6296296296296297,30756.647058823528,29109.0,28711.0,34272.0,DIRECTIONAL
941da9b2-93b6-40b8-8de8-c9e27ad03e10,CANASTA_2026W31_V1,2026-08-02,AR-K,8,6,3,0.75,29947.5,29138.0,28999.5,31705.0,DIRECTIONAL
941da9b2-93b6-40b8-8de8-c9e27ad03e10,CANASTA_2026W31_V1,2026-08-02,AR-J,21,18,4,0.8571428571428571,30287.333333333332,29758.5,28668.0,33782.0,DIRECTIONAL
941da9b2-93b6-40b8-8de8-c9e27ad03e10,CANASTA_2026W31_V1,2026-08-02,,37,25,3,0.6756756756756757,30840.84,29908.0,29908.0,32289.6,INVALID_GEOGRAPHY
941da9b2-93b6-40b8-8de8-c9e27ad03e10,CANASTA_2026W31_V1,2026-08-02,AR-U,46,11,5,0.2391304347826087,32927.72727272727,30246.0,30173.0,36782.0,DIRECTIONAL
941da9b2-93b6-40b8-8de8-c9e27ad03e10,CANASTA_2026W31_V1,2026-08-02,AR-V,14,2,1,0.14285714285714285,30424.0,30424.0,30424.0,30424.0,SUPPRESSED
941da9b2-93b6-40b8-8de8-c9e27ad03e10,CANASTA_2026W31_V1,2026-08-02,AR-Z,30,2,1,0.06666666666666667,30571.0,30571.0,30311.0,30831.0,SUPPRESSED
941da9b2-93b6-40b8-8de8-c9e27ad03e10,CANASTA_2026W31_V1,2026-08-02,AR-A,55,40,5,0.7272727272727273,31025.7,30849.0,29463.0,33725.7,PUBLISHABLE
941da9b2-93b6-40b8-8de8-c9e27ad03e10,CANASTA_2026W31_V1,2026-08-02,AR-E,89,76,7,0.8539325842696629,31380.11842105263,31529.0,30427.5,31529.0,PUBLISHABLE
941da9b2-93b6-40b8-8de8-c9e27ad03e10,CANASTA_2026W31_V1,2026-08-02,AR-W,24,20,5,0.8333333333333334,32015.7,31529.0,31496.9,33782.0,PUBLISHABLE
941da9b2-93b6-40b8-8de8-c9e27ad03e10,CANASTA_2026W31_V1,2026-08-02,AR-S,49,22,6,0.4489795918367347,31979.81818181818,31529.0,30918.0,33182.0,PUBLISHABLE
941da9b2-93b6-40b8-8de8-c9e27ad03e10,CANASTA_2026W31_V1,2026-08-02,AR-B,909,667,12,0.7337733773377337,31487.886821589207,31654.0,30792.0,32734.0,PUBLISHABLE
941da9b2-93b6-40b8-8de8-c9e27ad03e10,CANASTA_2026W31_V1,2026-08-02,AR-C,1148,784,10,0.6829268292682927,31769.401785714286,31654.0,31654.0,32111.0,PUBLISHABLE
941da9b2-93b6-40b8-8de8-c9e27ad03e10,CANASTA_2026W31_V1,2026-08-02,AR-X,177,49,6,0.2768361581920904,31570.714285714286,31716.0,29325.4,33328.0,PUBLISHABLE
941da9b2-93b6-40b8-8de8-c9e27ad03e10,CANASTA_2026W31_V1,2026-08-02,AR-Y,29,4,2,0.13793103448275862,31922.5,31922.5,29573.0,34272.0,SUPPRESSED
941da9b2-93b6-40b8-8de8-c9e27ad03e10,CANASTA_2026W31_V1,2026-08-02,AR-N,17,2,1,0.11764705882352941,33782.0,33782.0,33782.0,33782.0,SUPPRESSED
941da9b2-93b6-40b8-8de8-c9e27ad03e10,CANASTA_2026W31_V1,2026-08-02,AR-P,6,4,2,0.6666666666666666,33277.25,33782.0,32368.7,33782.0,SUPPRESSED
941da9b2-93b6-40b8-8de8-c9e27ad03e10,CANASTA_2026W31_V1,2026-08-02,AR-Q,60,6,6,0.1,33310.39333333333,33930.68,29748.5,36252.0,DIRECTIONAL
941da9b2-93b6-40b8-8de8-c9e27ad03e10,CANASTA_2026W31_V1,2026-08-02,AR-H,14,1,1,0.07142857142857142,34272.0,34272.0,34272.0,34272.0,SUPPRESSED
941da9b2-93b6-40b8-8de8-c9e27ad03e10,CANASTA_2026W31_V1,2026-08-02,AR-L,18,4,2,0.2222222222222222,34617.5,34812.0,33504.4,35575.0,SUPPRESSED
941da9b2-93b6-40b8-8de8-c9e27ad03e10,CANASTA_2026W31_V1,2026-08-02,AR-R,64,7,2,0.109375,33588.142857142855,35902.0,30373.0,36094.0,DIRECTIONAL
941da9b2-93b6-40b8-8de8-c9e27ad03e10,CANASTA_2026W31_V1,2026-08-02,Buenos Aires,1,0,0,0.0,,,,,INVALID_GEOGRAPHY
