build_id,basket_version,snapshot_date,id_comercio,id_bandera,active_stores,complete_stores,completion_rate,branch_mean_cost,branch_median_cost,cost_p10,cost_p90,coverage_status,banner_label
941da9b2-93b6-40b8-8de8-c9e27ad03e10,CANASTA_2026W31_V1,2026-08-02,9,2,71,36,0.5070422535211268,33376.52777777778,33501.5,32782.0,33508.0,PUBLISHABLE,Disco
941da9b2-93b6-40b8-8de8-c9e27ad03e10,CANASTA_2026W31_V1,2026-08-02,11,2,53,53,1.0,33657.018867924526,33782.0,30708.0,35902.0,PUBLISHABLE,Changomas
941da9b2-93b6-40b8-8de8-c9e27ad03e10,CANASTA_2026W31_V1,2026-08-02,11,5,31,31,1.0,33368.903225806454,34272.0,30848.0,34732.0,PUBLISHABLE,HiperChangomas
941da9b2-93b6-40b8-8de8-c9e27ad03e10,CANASTA_2026W31_V1,2026-08-02,24,1,55,0,0.0,,,,,SUPPRESSED,SIMPLICITY
941da9b2-93b6-40b8-8de8-c9e27ad03e10,CANASTA_2026W31_V1,2026-08-02,13,1,96,0,0.0,,,,,SUPPRESSED,Cooperativa Obrera
941da9b2-93b6-40b8-8de8-c9e27ad03e10,CANASTA_2026W31_V1,2026-08-02,24,2,272,0,0.0,,,,,SUPPRESSED,FARMACITY
941da9b2-93b6-40b8-8de8-c9e27ad03e10,CANASTA_2026W31_V1,2026-08-02,5,1,7,0,0.0,,,,,SUPPRESSED,California Supermercados
941da9b2-93b6-40b8-8de8-c9e27ad03e10,CANASTA_2026W31_V1,2026-08-02,2,1,184,0,0.0,,,,,SUPPRESSED,La Anonima
941da9b2-93b6-40b8-8de8-c9e27ad03e10,CANASTA_2026W31_V1,2026-08-02,3,1,35,0,0.0,,,,,SUPPRESSED,DEHEZA S.A.I.C.F. e I.
941da9b2-93b6-40b8-8de8-c9e27ad03e10,CANASTA_2026W31_V1,2026-08-02,16,1,7,0,0.0,,,,,SUPPRESSED,Hipermercado Libertad
941da9b2-93b6-40b8-8de8-c9e27ad03e10,CANASTA_2026W31_V1,2026-08-02,23,1,54,0,0.0,,,,,SUPPRESSED,Axion Energy
941da9b2-93b6-40b8-8de8-c9e27ad03e10,CANASTA_2026W31_V1,2026-08-02,6,2,3,0,0.0,,,,,SUPPRESSED,Maxi Comodin
941da9b2-93b6-40b8-8de8-c9e27ad03e10,CANASTA_2026W31_V1,2026-08-02,21,1,27,0,0.0,,,,,SUPPRESSED,Toledo
941da9b2-93b6-40b8-8de8-c9e27ad03e10,CANASTA_2026W31_V1,2026-08-02,4,1,1,0,0.0,,,,,SUPPRESSED,ESTACION LIMA S.A.
941da9b2-93b6-40b8-8de8-c9e27ad03e10,CANASTA_2026W31_V1,2026-08-02,6,1,23,0,0.0,,,,,SUPPRESSED,Supermercados Comodin
941da9b2-93b6-40b8-8de8-c9e27ad03e10,CANASTA_2026W31_V1,2026-08-02,47,1,3,0,0.0,,,,,SUPPRESSED,Sup. Unicoop
941da9b2-93b6-40b8-8de8-c9e27ad03e10,CANASTA_2026W31_V1,2026-08-02,8,1,11,0,0.0,,,,,SUPPRESSED,Mariano Max
